,id,caption,diseno,ncValue,address,lat,log,value4,nombre_pw,costo,costo1,costo2,costo3,municipio,tragedia,sector,categoria,tamano,date,406_408,day,month,year,municipio_new,icon
8708,107107,Pesas Baseball Park,Construcción,N/A,,18.294353,-66.491904,MCIA008 - Pesas Baseball Park,PA-02-PR-4339-PW-08555,73814,66433,66433,7381,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,3/5/21,Proyecto 406,3,5,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8710,107107,Multiple Social Action Service Center Pesas Ward,Adquisición de construcción,,,18.30106,-66.48803,MCIA081 - Multiple Social Action Service Center,PA-02-PR-4339-PW-09078,34974,31477,31477,3497,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,1/7/21,Proyecto 406,1,7,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8712,107107,Cummunity Center Cialitos Cruces,Adquisición de construcción,,,18.257312,-66.542327,MCIA011 - Community Centers,PA-02-PR-4339-PW-09348,112984,101686,101686,11298,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,1/9/21,Proyecto 406,1,9,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8714,107107,Head Start Center Cialitos Ward.,Adquisición de construcción,,,18.28459,-66.523211,MCIA012 - Head Start Facilities,PA-02-PR-4339-PW-09615,20768,18691,18691,2077,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,10/11/21,Proyecto 428,10,11,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8716,107107,Sector Los Muchos Jaguas Ward Concrete Culvert (Site 4),Adquisición de diseño,,,18.325533,-66.478044,MCIA017 - Los Muchos Sector Jaguas Ward Culverts & Roads ,PA-02-PR-4339-PW-02636,130007,117006,0,13001,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8718,107107,Sector La Cuarta Pesas Ward Road ( Site 1),Adquisición de construcción,,,18.299067,-66.492453,MCIA032 - La Cuarta Sector Pesas Ward Roads (Sites 1-4) ,PA-02-PR-4339-PW-03985,120841,108757,108757,12084,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,12/6/20,Proyecto 406,12,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8720,107107,Sector La Grama Calle F Hato Viejo Ward Road (Site 1),Adquisición de construcción,,,18.364364,-66.465797,"MCIA072 - La Grama Sector, Hato Viejo Ward, Water Drainage System & Road (Site 1)",PA-02-PR-4339-PW-04003,90638,81574,81574,9064,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8722,107107,Camino Juan Pino Fronton Ward Road (Site 2).,Adquisición de diseño,,,18.296301,-66.548271,A&E MCIA062 - Fronton Roads,PA-02-PR-4339-PW-04340,795141,715627,0,79514,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/03/2022,Proyecto 406,17,3,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8724,107107,Municipality Parking Road Jose De Diego.,Adquisición de construcción,,,18.335187,-66.46757,MCIA075 - Municipal Parking,PA-02-PR-4339-PW-05070,9567,8610,8610,957,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,3/6/20,Proyecto 406,3,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8726,107107,Child Care Center Estrella Dorada Corchado Street.,Adquisición de construcción,,,18.337568,-66.467961,MCIA079 - Estrella Dorada Child Care Center,PA-02-PR-4339-PW-05130,8600,7740,7740,860,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,3/6/20,Proyecto 406,3,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8728,107107,Basketball Court Monte Rey.,Construcción,25,,18.349324,-66.475508,"MCIA042 - La Grama, Las Guavas & Monte Rey Basketball Courts",PA-02-PR-4339-PW-05320,133882,120494,0,13388,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,3/6/20,Proyecto 406,3,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8730,107107,Sand Volleyball Courts.,Adquisición de construcción,,,18.343574,-66.468708,MCIA010 - Recreational Parks,PA-02-PR-4339-PW-05493,79752,71777,71777,7975,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/10/20,Proyecto 406,2,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8732,107107,Basketball Court Parcelas Segui,Construcción,N/A,,18.311237,-66.566364,MCIA008 - Parcelas Segui & Pueblito Basketball Courts,PA-02-PR-4339-PW-06176,97593,87834,87834,9759,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,5/10/20,Proyecto 406,5,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8734,107107,Basketball Court Sector Caliche.,Construcción,N/A,,18.351032,-66.477439,MCIA091 - Caliche Sector Basketball Court,PA-02-PR-4339-PW-02058,55187,49668,49668,5519,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8736,107107,Sector Casa Blanca Camino Los Negron Toro Negro Ward LWC (Site 1),Adquisición de diseño,,,18.233701,-66.546393,"MCIA037 - Camino Los Negron Casa Blanca Sector Toro Negro Ward LWC & Roads (Sites 1, 2 & 3)",PA-02-PR-4339-PW-02584,477091,429382,0,47709,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,11/6/20,Proyecto 406,11,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8738,107107,Sector Casa Blanca Camino Los Negron Toro Negro Ward Road ( Site 2),Adquisición de diseño,,,18.233297,-66.546428,"MCIA037 - Camino Los Negron Casa Blanca Sector Toro Negro Ward LWC & Roads (Sites 1, 2 & 3)",PA-02-PR-4339-PW-02584,477091,429382,0,47709,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,11/6/20,Proyecto 406,11,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8740,107107,Sector Casa Blanca Camino Los Negron Toro Negro Ward Road ( Site 3),Adquisición de diseño,,,18.232825,-66.546393,"MCIA037 - Camino Los Negron Casa Blanca Sector Toro Negro Ward LWC & Roads (Sites 1, 2 & 3)",PA-02-PR-4339-PW-02584,477091,429382,0,47709,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,11/6/20,Proyecto 406,11,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8742,107107,Sector Los Muchos Jaguas Ward Road (Site 1),Adquisición de diseño,,,18.322382,-66.478449,MCIA017 - Los Muchos Sector Jaguas Ward Culverts & Roads ,PA-02-PR-4339-PW-02636,130007,117006,0,13001,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8744,107107,Baseball Park Cialitos,Adquisición de diseño,,,18.28441,-66.515024,MCIA092 - Cialitos Baseball Park,PA-02-PR-4339-PW-03548,371112,334001,0,37111,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,6/2/20,Proyecto 428,6,2,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8746,107107,Sector La Cuarta Bo. Pesas Road (Site 3),Adquisición de construcción,,,18.305542,-66.499379,MCIA032 - La Cuarta Sector Pesas Ward Roads (Sites 1-4) ,PA-02-PR-4339-PW-03985,120841,108757,108757,12084,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,12/6/20,Proyecto 406,12,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8748,107107,Sector La Grama Calle F Hato Viejo Ward Water Drainage System.,Adquisición de construcción,,,18.363311,-66.465123,"MCIA072 - La Grama Sector, Hato Viejo Ward, Water Drainage System & Road (Site 1)",PA-02-PR-4339-PW-04003,90638,81574,81574,9064,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8750,107107,Camino Hacienda Garau Fronton Ward Road ( Site 5). Ruben Pagan.,Adquisición de diseño,,,18.270353,-66.546267,A&E MCIA062 - Fronton Roads,PA-02-PR-4339-PW-04340,795141,715627,0,79514,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/03/2022,Proyecto 406,17,3,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8752,107107,Basketball Court La Grama,Construcción,10,,18.360114,-66.468409,"MCIA042 - La Grama, Las Guavas & Monte Rey Basketball Courts",PA-02-PR-4339-PW-05320,133882,120494,0,13388,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,3/6/20,Proyecto 406,3,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8754,107107,Basketball Court Las Guavas,Construcción,5,,18.338589,-66.471286,"MCIA042 - La Grama, Las Guavas & Monte Rey Basketball Courts",PA-02-PR-4339-PW-05320,133882,120494,0,13388,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,3/6/20,Proyecto 406,3,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8756,107107,Basketball Court Pueblito,Construcción,N/A,,18.336633,-66.476454,MCIA008 - Parcelas Segui & Pueblito Basketball Courts,PA-02-PR-4339-PW-06176,97593,87834,87834,9759,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,5/10/20,Proyecto 406,5,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8758,107107,Sector La Linea Jaguas Ward Road ( Site 7).,Adquisición de diseño,,"Road 149 KM 18.3 Interior, Jaguas Ward, Sector La Linea, Ciales, Puerto Rico, 00638",18.33901,-66.470863,A&E MCIA021 - La Linea Sector Jaguas Ward Roads (Site 1-3 & 6-8) ,PA-02-PR-4339-PW-10181,185494,166945,0,18549,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/01/2022,Proyecto 406,24,1,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8760,107107,Sector Los Muchos Jaguas Ward Road (Culvert Structure/ Road),Adquisición de diseño,,,18.323071,-66.477251,MCIA017 - Los Muchos Sector Jaguas Ward Culverts & Roads ,PA-02-PR-4339-PW-02636,130007,117006,0,13001,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8762,107107,Basketball Court Santa Clara,Construcción,N/A,,18.325278,-66.468987,MCIA041 - Santa Clara & La Cumbre Basketball Courts,PA-02-PR-4339-PW-02670,36767,33090,33090,3677,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,7/2/20,Proyecto 406,7,2,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8764,107107,Basketball Court La Cumbre.,Construcción,N/A,,18.360462,-66.492834,MCIA041 - Santa Clara & La Cumbre Basketball Courts,PA-02-PR-4339-PW-02670,36767,33090,33090,3677,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,7/2/20,Proyecto 406,7,2,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8766,107107,Sector Cruces Cialitos Ward Road ( Site 1),Adquisición de construcción,,,18.259319,-66.531033,"MCIA052 - Cruces Sector, Cialitos Ward, Road (Site 1)",PA-02-PR-4339-PW-02750,69529,62576,62576,6953,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,6/2/20,Proyecto 406,6,2,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8768,107107,Sector Centro Camino Ramon Montes Cialitos Ward Road ( Site 3),Adquisición de construcción,,,18.283261,-66.515325,"MCIA093 - Camino Ramon Montes, Cialitos Ward, Road (Site 3)",PA-02-PR-4339-PW-03357,64728,58255,58255,6473,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,11/6/20,Proyecto 406,11,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8770,107107,Municipality Recreational Plaza,Adquisición de construcción,,,18.336534,-66.46839,MCIA010 - Recreational Parks,PA-02-PR-4339-PW-05493,79752,71777,71777,7975,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/10/20,Proyecto 406,2,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8772,107107,Municipality GYM,Adquisición de construcción,,,18.342566,-66.467969,MCIA010 - Recreational Parks,PA-02-PR-4339-PW-05493,79752,71777,71777,7975,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/10/20,Proyecto 406,2,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8774,107107,Sector Sonadora Cordillera Ward LWC Bridge ( Site 1).,Adquisición de construcción,,,18.337601,-66.478222,MCIA073 - Sonadora LWC,PA-02-PR-4339-PW-06593,106439,95795,95795,10644,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,15/07/2021,Proyecto 406,15,7,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8776,107107,Pesas Basketball Court,Construcción,N/A,,18.294624,-66.491702,"MCIA008 - Basketball Courts (Tortuguero, Pesas & Villalobos)",PA-02-PR-4339-PW-09323,31538,28384,28384,3154,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,1/9/21,Proyecto 406,1,9,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8778,107107,Head Start Center Fronton,Adquisición de construcción,,,18.308728,-66.563522,MCIA012 - Head Start Facilities,PA-02-PR-4339-PW-09615,20768,18691,18691,2077,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,10/11/21,Proyecto 428,10,11,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8780,107107,Sector La Linea Jaguas Ward Road (Site 8),Adquisición de diseño,,"Road 149 KM 18.3 Interior, Jaguas Ward, Sector La Linea, Ciales, Puerto Rico, 00638",18.33901,-66.470863,A&E MCIA021 - La Linea Sector Jaguas Ward Roads (Site 1-3 & 6-8) ,PA-02-PR-4339-PW-10181,185494,166945,0,18549,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/01/2022,Proyecto 406,24,1,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8782,107107,Road -Ward Caricaboa Sector Papo González  - DI # 203,Construcción,60,"PR .144 km Interior, Jayuya, Puerto Rico, 00664",18.212798,-66.588473,"Road-Asphalt Repair-PR 5141, Km 1.1 Int., La Hamaca Sector, (Jayuya)",PA-02-PR-4339-PW-06376,3994386,3594947,123696,399439,Jayuya,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/11/21,Proyecto 428,5,11,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8784,107107,Road -Ward Caricaboa Sector Papo González  - DI # 202,Construcción,60,"PR .144 km Interior, Jayuya, Puerto Rico, 00664",18.213169,-66.588676,"Road-Asphalt Repair-PR 5141, Km 1.1 Int., La Hamaca Sector, (Jayuya)",PA-02-PR-4339-PW-06376,3994386,3594947,123696,399439,Jayuya,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/11/21,Proyecto 428,5,11,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8786,107107,Parque Ismael Delgado,Construcción,N/A,,18.298993,-66.875788,MLAR028- Parque Ismael Delgado/Parque del Veterano/Museo Municipal/Cancha del Hoyo/ Cancha Brisas de Lares,PA-02-PR-4339-PW-10280,52408,47167,47167,5241,Lares,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,7/2/22,Proyecto 428,7,2,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8788,107107,Road -Development Vega Linda Sector La Hamaca - DI # 197,Construcción,60,"PR .5141 km 1.1 Interior, Jayuya, Puerto Rico, 00664",18.218001,-66.589928,"Road-Asphalt Repair-PR 5141, Km 1.1 Int., La Hamaca Sector, (Jayuya)",PA-02-PR-4339-PW-06376,3994386,3594947,123696,399439,Jayuya,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/11/21,Proyecto 428,5,11,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8790,107107,Road -Ward Caricaboa Sector Paul Burgos - DI # 198,Construcción,60,"PR .144 km Interior, Jayuya, Puerto Rico, 00664",18.216605,-66.589114,"Road-Asphalt Repair-PR 5141, Km 1.1 Int., La Hamaca Sector, (Jayuya)",PA-02-PR-4339-PW-06376,3994386,3594947,123696,399439,Jayuya,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,5/11/21,Proyecto 428,5,11,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
